"","id","text","retweetCount","CreatedAt","author.id","author.userName","author.followers","author.following","author.createdAt","isRetweet","date"
"652359","1649754932575195136","Deferred Action for Childhood Arrivals (#DACA) [Official USCIS video]
Aug 15, 2012

https://t.co/kUUJtWVKm6

#Immigration
#quikTake qt-daca-003 by #borderObserver",0,"Sat Apr 22 12:40:01 +0000 2023","895388295496073221","borderObserver",3134,463,"Wed Aug 09 20:56:19 +0000 2017",FALSE,"2023-04-22 05:40:01"
"652363","1649055353668272132","Immigrant activists denounce bill to recruit #DACA Dreamers into law enforcement
https://t.co/wgpQkhngvC
25 Feb 2022

AB-176 would allow law enforcement agencies in Wisconsin to hire people enrolled in the Deferred Action for Childhood Arrivals ..

qt-daca-067 #BorderObserver https://t.co/L107inpFcV",0,"Thu Apr 20 14:20:08 +0000 2023","895388295496073221","borderObserver",3134,463,"Wed Aug 09 20:56:19 +0000 2017",FALSE,"2023-04-20 07:20:08"
"653570","1645200672147623942","@AOC A federal appeals court ruled Oct. 5 that the Deferred Action for Childhood Arrivals program is unconstitutional, and that new applications will not be accepted, though renewals are allowed.",1,"Sun Apr 09 23:03:01 +0000 2023","4846230078","RicciGeri",37932,24937,"Mon Feb 01 21:40:57 +0000 2016",FALSE,"2023-04-09 16:03:01"
"653572","1644712963670933505","#RightBias
GOP States Request Federal Judge End DACA
https://t.co/bz0hhpu5dK
1 Feb 2023

Nine Republican states asked a federal judge in Texas to end the Deferred Action for Childhood Arrivals (DACA) program ..

#MAGA qt-maga-4083 #BorderObserver https://t.co/vpUCYtbg27",0,"Sat Apr 08 14:45:02 +0000 2023","895388295496073221","borderObserver",3134,463,"Wed Aug 09 20:56:19 +0000 2017",FALSE,"2023-04-08 07:45:02"
"653574","1643611965154111489","Immigrant activists denounce bill to recruit #DACA Dreamers into law enforcement
https://t.co/wgpQkhmIG4
25 Feb 2022

AB-176 would allow law enforcement agencies in Wisconsin to hire people enrolled in the Deferred Action for Childhood Arrivals ..

qt-daca-067 #BorderObserver https://t.co/FcL5dZEjZx",0,"Wed Apr 05 13:50:03 +0000 2023","895388295496073221","borderObserver",3134,463,"Wed Aug 09 20:56:19 +0000 2017",FALSE,"2023-04-05 06:50:03"
"764877","1655860392160116739","@CjDafirefooter @IsaacMyersHere @VastScope @lporiginalg A Green Card holder is a Lawful Permanent Resident. The former is an outdated colloquialism; the latter is an official designation.",0,"Tue May 09 09:00:56 +0000 2023","920789748368601088","8USC12",2807,112,"Wed Oct 18 23:12:38 +0000 2017",FALSE,"2023-05-09 02:00:56"
"764998","1653967547299921926","@CivilianBeing @David_J_Bier If you are approved as an immigrant and obtain a lawful permanent resident card (LAPR) and your family receives the LAPR card, how would thetly not be approved. Unless they only qualified for Employment Authorization Documents (EAD) and never adjusted status.",0,"Thu May 04 03:39:27 +0000 2023","1459905725015248896","PaulKseawatcher",2635,952,"Sun Nov 14 15:27:14 +0000 2021",FALSE,"2023-05-03 20:39:27"
"766874","1652885748280881152","For context, the “AS6” on her green card means she actually won asylum, waited at least one year in “asylee” status, and then applied for and was granted lawful permanent resident status.

She was 21, originally from Honduras, and would have arrived in her teens.

QEPD Diana.",44,"Mon May 01 04:00:46 +0000 2023","1034469513385963521","ReichlinMelnick",44184,1973,"Tue Aug 28 15:55:26 +0000 2018",FALSE,"2023-04-30 21:00:46"
"766876","1652880278489104385","Oh my GOD. One of the victims @GregAbbott_TX called an “illegal immigrant” had a green card! She was a 21-year-old woman originally from Honduras who won asylum (the AS6 code means “asylee”) and adjusted to lawful permanent resident status.

Her husband wants the truth out there.",182,"Mon May 01 03:39:02 +0000 2023","1034469513385963521","ReichlinMelnick",44184,1973,"Tue Aug 28 15:55:26 +0000 2018",FALSE,"2023-04-30 20:39:02"
"766951","1652452102629883904","@Brady_Gray @Toth_4_Texas A permanent resident (LPR) is not a citizen.  An LPR has completed the steps required to immigrante here (ie get the ""green card"") and after 3/5 years of LPR status is eligible for citizenship.  BTW, the military has always allowed LPRs to serve.",0,"Sat Apr 29 23:17:36 +0000 2023","419936019","PaulHerzog3",1347,1506,"Thu Nov 24 00:08:17 +0000 2011",FALSE,"2023-04-29 16:17:36"
"1044292","1646903873188032514","Joe Biden and his administration are choosing to leave our southern border wide open.",94,"Fri Apr 14 15:50:56 +0000 2023","278145569","MarshaBlackburn",1168218,2025,"Wed Apr 06 18:05:33 +0000 2011",FALSE,"2023-04-14 08:50:56"
"1044776","1656910154355359744","IGNORANT REPUBS Must STOP BLAME GAME &amp; DO The RESEARCH if Educated enough-Migrants Not Responsible for Latest COVID-19 Surge - https://t.co/T8h8efgAm0 @HouseDemocrats @dscc @POTUS ⁦@VP⁩ ⁦@SecMayorkas⁩ ⁦@voxdotcom⁩ ⁦@specialreports⁩  https://t.co/Ui64emsC1v",1,"Fri May 12 06:32:19 +0000 2023","233861002","mujerpescado",750,1806,"Tue Jan 04 08:34:48 +0000 2011",FALSE,"2023-05-11 23:32:19"
"1490162","1656442150870040576","And I’ll tell ya this, If Republicans win in 2024, we better see 6,000,000+ deportations and we better see it on day 1. 

https://t.co/rh87BrflUg",216,"Wed May 10 23:32:38 +0000 2023","468646961","TomiLahren",2526908,1392,"Thu Jan 19 19:19:11 +0000 2012",FALSE,"2023-05-10 16:32:38"
"1490183","1656447920546230272","Apparently, poor neighbouring countries can cope with millions of refugees according to @RobertJenrick but the UK can't cope with 45,000 asylum seekers

Typical little Englandism",0,"Wed May 10 23:55:34 +0000 2023","1016022128699891714","Omz2468",12189,10007,"Sun Jul 08 18:12:07 +0000 2018",FALSE,"2023-05-10 16:55:34"
"1490251","1656442758335197184","Kansas City considers becoming LGBTQ sanctuary city

https://t.co/8wD1TD3Msk https://t.co/UDwHIV2cN5",0,"Wed May 10 23:35:03 +0000 2023","14662354","WashTimes",456591,1886,"Mon May 05 17:43:25 +0000 2008",FALSE,"2023-05-10 16:35:03"
"1490341","1656183341664686080","@DRovera Corruption and overpopulation are the number one cause. If we sent them family planning instead of high fertility food they wouldnt have the problem.

And genuine refugees go to neighbouring countries, they don't try emigrating to the richest free stuff countries.",0,"Wed May 10 06:24:13 +0000 2023","307812346","andyblueskyz",856,1478,"Mon May 30 10:11:31 +0000 2011",FALSE,"2023-05-09 23:24:13"
"1490365","1656446743607640065","That's how the rule is supposed to work in theory. But what about practice?

Here's the hard reality: as Title 42 ends and the people who have been waiting for years to seek asylum enter, there aren't nearly enough asylum officers to put everyone through credible fear interviews.",10,"Wed May 10 23:50:53 +0000 2023","1034469513385963521","ReichlinMelnick",44293,1977,"Tue Aug 28 15:55:26 +0000 2018",FALSE,"2023-05-10 16:50:53"
"1490534","1656447374661910528","FAIR AT THE BORDER

Sacred Heart Church has become home base for migrants - right in the heart of downtown El Paso https://t.co/8h0Dyqv39a",9,"Wed May 10 23:53:24 +0000 2023","18956212","FAIRImmigration",437640,1615,"Tue Jan 13 22:20:16 +0000 2009",FALSE,"2023-05-10 16:53:24"
"1490624","1655975668457275397","@Mevkads7 @SerenaJB3 In the same time period Brits were emigrating to  Oz with their Govt offered 10 bob tickets
Coincidence? I think not",0,"Tue May 09 16:39:00 +0000 2023","1361330856980283393","coulson_elle",2369,3790,"Mon Feb 15 15:06:07 +0000 2021",FALSE,"2023-05-09 09:39:00"
"1490650","1656425644098715649","ICE program to put migrant families under curfew, face deportation upon failing asylum screening: report via @foxnews https://t.co/mRHIokZ6ki",0,"Wed May 10 22:27:03 +0000 2023","312149882","Chris_1791",70650,32821,"Mon Jun 06 17:20:55 +0000 2011",FALSE,"2023-05-10 15:27:03"
"1490713","1656431182148403201","@Kenricward @GregAbbott_TX @TravisGhostof @StrongBordersTX When are they going to get a free ride to Los Angeles. Mayor Karen Bass loves her sanctuary city status.",0,"Wed May 10 22:49:03 +0000 2023","56749735","Ryanexpress77",2358,2501,"Tue Jul 14 17:02:57 +0000 2009",FALSE,"2023-05-10 15:49:03"
"1490807","1656422647217913857","The number of migrants sleeping on El Paso streets drops drastically as ICE deportation flights take off from airport.  https://t.co/SWBqwyUALE",6,"Wed May 10 22:15:08 +0000 2023","15754281","USATODAY",5060284,929,"Wed Aug 06 19:55:31 +0000 2008",FALSE,"2023-05-10 15:15:08"
"1490808","1656422644231688194","@dave24144975 TBF should be an immediate deportation; why a pamper prison?",0,"Wed May 10 22:15:07 +0000 2023","1124272416757309441","LesTodd10",343,70,"Fri May 03 11:20:06 +0000 2019",FALSE,"2023-05-10 15:15:07"
"1490810","1656422188071747584","@On_The_News_Ltd TBF we should be done signing deals. just get tough; immediate deportation no courts involved. like don't care where you go but you're now banned from entering the UK. any dependants are also banned.",0,"Wed May 10 22:13:19 +0000 2023","1124272416757309441","LesTodd10",343,70,"Fri May 03 11:20:06 +0000 2019",FALSE,"2023-05-10 15:13:19"
"1490814","1656421988238336001","Labour MP intervened in the case of thug facing deportation https://t.co/bd8epjiW3G via @MailOnline",38,"Wed May 10 22:12:31 +0000 2023","329088316","ByrneBarry",33971,14185,"Mon Jul 04 14:37:08 +0000 2011",FALSE,"2023-05-10 15:12:31"
"1490902","1656446530411274250","Adams plans to issue an executive order that allows city officials to bypass certain portions of NYC’s right-to-shelter law.

It's not that migrants would be turned away, it's more like rules would be bent without being broken.

https://t.co/QRyZTw0DBB",3,"Wed May 10 23:50:02 +0000 2023","986403517081505793","CrimeInNYC",64321,507,"Wed Apr 18 00:38:19 +0000 2018",FALSE,"2023-05-10 16:50:02"
"1490960","1656420549982126080","Reporting from the U.S.-Mexico border, where the Biden administration is preparing to implement an asylum restriction under which migrants will face deportation and a 5-year banishment, as well as potential jail time if they re-enter the U.S.",2,"Wed May 10 22:06:48 +0000 2023","4770270556","camiloreports",15461,522,"Mon Jan 11 02:58:04 +0000 2016",FALSE,"2023-05-10 15:06:48"
"1490991","1656444011639459841","U.S. officials are scrambling to manage a new surge of migrants as the pandemic policy Title 42 expires at 11:59 p.m. Thursday, which has fueled a rush of asylum seekers heading toward and across the southern border in recent weeks https://t.co/61w1giMoLP",11,"Wed May 10 23:40:02 +0000 2023","3108351","WSJ",20630586,1088,"Sun Apr 01 06:22:13 +0000 2007",FALSE,"2023-05-10 16:40:02"
"1491137","1656412563947626496","Kansas City considers becoming LGBTQ sanctuary city

https://t.co/6McUI2dCqO https://t.co/an8GWG5ji3",2,"Wed May 10 21:35:04 +0000 2023","14662354","WashTimes",456591,1886,"Mon May 05 17:43:25 +0000 2008",FALSE,"2023-05-10 14:35:04"
"1491149","1656444003263324160","The US has warned that its border ‘is not open’ as the Biden administration rolled out a new rule that will deny asylum to most migrants crossing the US-Mexico border illegally. This as a COVID border restriction, known as Title 42, is due to expire https://t.co/50ZSvyo6OK https://t.co/qcuBZyTOah",18,"Wed May 10 23:40:00 +0000 2023","1652541","Reuters",25710431,1237,"Tue Mar 20 17:46:05 +0000 2007",FALSE,"2023-05-10 16:40:00"
"1491188","1656418468814811136","Families seeking safety deserve to be welcomed with dignity and compassion.

Not put on the fast-track to deportation and - in the meantime - subjected to dehumanizing surveillance measures like ankle monitors. #WelcomeWithDignity",9,"Wed May 10 21:58:32 +0000 2023","1553926891","CGRS_Asylum",4146,1856,"Fri Jun 28 19:58:40 +0000 2013",FALSE,"2023-05-10 14:58:32"
"1491196","1656417337132687360","@JonFeere Nah Trump gutted deportations in 2020",0,"Wed May 10 21:54:02 +0000 2023","295711337","David_J_Bier",43255,716,"Mon May 09 14:51:25 +0000 2011",FALSE,"2023-05-10 14:54:02"
"1491200","1656416638298726406","Simply enforcing immigration laws incentivizes people to enter the United States lawfully. But the Biden admin has exempted most illegal aliens from ICE arrests, gutted ICE deportations, gutted worksite enforcement, stopped issuing fines to aliens ordered removed, and on and on.",3,"Wed May 10 21:51:15 +0000 2023","2592143102","JonFeere",6405,632,"Fri Jun 27 23:52:00 +0000 2014",FALSE,"2023-05-10 14:51:15"
"1491206","1656416373898133509","The Biden administration is implementing a new asylum restriction it plans to use to ramp up deportations of migrants after Title 42 ends—a ""seismic shift"" in U.S. asylum policy, and even ""tougher"" measure than the pandemic-era policy it's replacing, according to @camiloreports. https://t.co/NYvhq8vzxv",13,"Wed May 10 21:50:12 +0000 2023","15012486","CBSNews",8961761,614,"Thu Jun 05 00:54:31 +0000 2008",FALSE,"2023-05-10 14:50:12"
"1491212","1656441536949747712","RT @antonioguterres A letter to my granddaughter's granddaughter. https://t.co/waw5wT6mWf @IPCC_CH @UNDP @UNEP @UNFCCC @ISC @RCClimate @nature_org @UCSUSA @CICERO_klima @EnvirandClimate @CntrClimSec @ICCCAD @Climate_Refugee @PlanSecu @ITEP_CC @CityofTelosa https://t.co/sEAeRDZabM",0,"Wed May 10 23:30:12 +0000 2023","39081817","globalcmrpt",9726,2202,"Sun May 10 17:36:24 +0000 2009",FALSE,"2023-05-10 16:30:12"
"1491231","1656405780898402304","@EpochTimes @LoriLightfoot its a drop in the bucket compared to border towns and you voluteered as a sanctuary city so do what you promised, welcome them all with open arms.",0,"Wed May 10 21:08:07 +0000 2023","816059965144039424","rjwood48",82,120,"Mon Jan 02 23:13:52 +0000 2017",FALSE,"2023-05-10 14:08:07"
"1491265","1656245165516808193","@Peter05885943 @Elle98759673 Smiler, how other countries manage their immigration is their issue. In the same way, I accept no guilt or responsibility to house the world because other Irish people chose to emigrate and not stay in Ireland.",0,"Wed May 10 10:29:53 +0000 2023","1873369868","LaurenceTheBird",2878,1008,"Mon Sep 16 23:26:01 +0000 2013",FALSE,"2023-05-10 03:29:53"
"1491276","1656445294563803136","ICE frees hundreds of criminals to make room for migrants; Biden goes easy on quick removals

https://t.co/vRDTucPLzh https://t.co/hVxmX7ShLM",1,"Wed May 10 23:45:08 +0000 2023","14662354","WashTimes",456591,1886,"Mon May 05 17:43:25 +0000 2008",FALSE,"2023-05-10 16:45:08"
"1491322","1656412744076099585","@DiversityinIre1 Any no deportation? So she’s free to stay and seek permanent residency? A joke.",0,"Wed May 10 21:35:47 +0000 2023","890710227301126144","dublincomments",2219,479,"Thu Jul 27 23:07:21 +0000 2017",FALSE,"2023-05-10 14:35:47"
"1491339","1656442437412220929","So, to sum it up:

- The new asylum restrictions bars most people who don't get an appointment at a port of entry.
- For those placed through ""expedited removal,"" it'll be applied right up front.
- For those released direct to court, it may not apply until years later.",11,"Wed May 10 23:33:46 +0000 2023","1034469513385963521","ReichlinMelnick",44293,1977,"Tue Aug 28 15:55:26 +0000 2018",FALSE,"2023-05-10 16:33:46"
"1491346","1656228360530558976","A Kerala story of locked-up mansions and missing buyers 

As whole families settle abroad, several homes lie vacant in the state – a number that is likely to go up going by the increasing emigration for jobs and education

https://t.co/5tOcz9Ztoe",2,"Wed May 10 09:23:07 +0000 2023","134758540","timesofindia",14683423,143,"Mon Apr 19 10:50:15 +0000 2010",FALSE,"2023-05-10 02:23:07"
"1491500","1656442280255815681","To all of the immigrants who still have enough dignity and respect to come over here the right way- not some phony ass asylum claim, not sneaking in, not barging in like you own the place- don’t know if y’all know this, but we really appreciate you.

https://t.co/3mIMYx6OVc",33,"Wed May 10 23:33:09 +0000 2023","468646961","TomiLahren",2526907,1392,"Thu Jan 19 19:19:11 +0000 2012",FALSE,"2023-05-10 16:33:09"
"1491504","1656442157933142016","Importantly, this new asylum restriction also applies to anyone who isn't taken into custody at the border and who later applies for asylum at USCIS—what's know as the ""affirmative asylum"" process.

https://t.co/nCJsxwoHtV",8,"Wed May 10 23:32:40 +0000 2023","1034469513385963521","ReichlinMelnick",44293,1977,"Tue Aug 28 15:55:26 +0000 2018",FALSE,"2023-05-10 16:32:40"
"1491517","1656441304937639938","Once in immigration court, there are two ways you can still avoid the new asylum restriction:

1: You came under age 18 with a family and are now filing on your own.
2: You came with your family and they don't qualify for asylum, or you have a spouse or kids outside the US. https://t.co/GrnLX6TDYL",7,"Wed May 10 23:29:16 +0000 2023","1034469513385963521","ReichlinMelnick",44293,1977,"Tue Aug 28 15:55:26 +0000 2018",FALSE,"2023-05-10 16:29:16"
"1491536","1656438463959564289","63-year-old-man Michael Thompson is cycling from Adelaide to Brisbane to raise money for refugees in Syria and Turkey.

https://t.co/5C7FjfOGcE",3,"Wed May 10 23:17:59 +0000 2023","16834659","SkyNewsAust",700738,14142,"Sat Oct 18 02:39:23 +0000 2008",FALSE,"2023-05-10 16:17:59"
"1491592","1656207276984659968","@kevinforde @mrjamesob I bet some of them will claim that they want to emigrate abroad and become other countries immigrants to escape immigrants in the UK 😂😂",0,"Wed May 10 07:59:20 +0000 2023","1016022128699891714","Omz2468",12189,10007,"Sun Jul 08 18:12:07 +0000 2018",FALSE,"2023-05-10 00:59:20"
"1491699","1655312966043021313","@andraswf If Russell Brand appears singing I am the Walrus... I'm emigrating",0,"Sun May 07 20:45:39 +0000 2023","310746442","Otto_English",158430,2014,"Sat Jun 04 08:34:34 +0000 2011",FALSE,"2023-05-07 13:45:39"
"1491736","1656198743450955776","Monday: if you don't like this country, you should emigrate.

Wednesday: this person doesn't like this country and wants to emigrate. I must persecute her in print!

Somewhere in the echoing void between Lee Anderson's ears dangle two wires, destined to never connect.",195,"Wed May 10 07:25:25 +0000 2023","498753368","RussInCheshire",304224,1438,"Tue Feb 21 11:34:20 +0000 2012",FALSE,"2023-05-10 00:25:25"
"1491807","1656444011639459841","U.S. officials are scrambling to manage a new surge of migrants as the pandemic policy Title 42 expires at 11:59 p.m. Thursday, which has fueled a rush of asylum seekers heading toward and across the southern border in recent weeks https://t.co/61w1giMoLP",11,"Wed May 10 23:40:02 +0000 2023","3108351","WSJ",20630588,1088,"Sun Apr 01 06:22:13 +0000 2007",FALSE,"2023-05-10 16:40:02"
"1491825","1656382375859834880","Kansas City considers becoming LGBTQ sanctuary city

https://t.co/ZYit4pnsic https://t.co/iBuI1JOc3b",1,"Wed May 10 19:35:07 +0000 2023","14662354","WashTimes",456591,1886,"Mon May 05 17:43:25 +0000 2008",FALSE,"2023-05-10 12:35:07"
"1491836","1656440526189518849","If yes, either in front of asylum officer or the immigration judge reviewing the asylum officer's denial, then you go to immigration court, where you get to file an asylum application.

At your final hearing, the judge will again decide if the new asylum ban applies.",7,"Wed May 10 23:26:11 +0000 2023","1034469513385963521","ReichlinMelnick",44293,1977,"Tue Aug 28 15:55:26 +0000 2018",FALSE,"2023-05-10 16:26:11"
"1491846","1656444003263324160","The US has warned that its border ‘is not open’ as the Biden administration rolled out a new rule that will deny asylum to most migrants crossing the US-Mexico border illegally. This as a COVID border restriction, known as Title 42, is due to expire https://t.co/50ZSvyo6OK https://t.co/qcuBZyTOah",18,"Wed May 10 23:40:00 +0000 2023","1652541","Reuters",25710432,1237,"Tue Mar 20 17:46:05 +0000 2007",FALSE,"2023-05-10 16:40:00"
"1491847","1655269913198485504","And where should they emigrate to?
Brexit has made emigrating much harder,  #30pLee",2,"Sun May 07 17:54:35 +0000 2023","17172028","jacquep",31688,33792,"Tue Nov 04 22:59:03 +0000 2008",FALSE,"2023-05-07 10:54:35"
"1492050","1656439869546299392","Reminder that Title 42 is a policy that was justified (controversially) by the need to control migration because of the COVID pandemic. 

It is not normal course of business at the border. 

The Biden administration is replacing it with a Trump-like asylum restriction.",26,"Wed May 10 23:23:34 +0000 2023","27052147","Haleaziz",48756,964,"Fri Mar 27 17:31:15 +0000 2009",FALSE,"2023-05-10 16:23:34"
"1492057","1656439382163816450","If the asylum officer says you fail your interview, then you can appeal that decision to an immigration judge. 

The immigration judge then looks at the evidence entirely fresh and makes the same ""yes/no"" decision as the asylum officer. 

If no, there's no further appeal. None. https://t.co/tLzCMLWIHl",7,"Wed May 10 23:21:38 +0000 2023","1034469513385963521","ReichlinMelnick",44293,1977,"Tue Aug 28 15:55:26 +0000 2018",FALSE,"2023-05-10 16:21:38"
"1492128","1656394408776925184","👀 House Dems label HR. 2 (GOP's wildly restrictionist border bill) the ""Child Deportation Act""  — https://t.co/qNgi13jfW0",3,"Wed May 10 20:22:56 +0000 2023","25972839","PabloReports",36751,5404,"Mon Mar 23 08:31:09 +0000 2009",FALSE,"2023-05-10 13:22:56"
"1492186","1656439000549191681","#LeftBias #Texas
Migrants waiting to enter U.S. say phone app for asylum seekers is a mess
https://t.co/wYlCkL26hl
9 May 2023

#FrontPage qt-fp-2715 #BorderObserver https://t.co/3JOScHv7SK",0,"Wed May 10 23:20:07 +0000 2023","895388295496073221","borderObserver",3148,464,"Wed Aug 09 20:56:19 +0000 2017",FALSE,"2023-05-10 16:20:07"
"1492187","1656438969943601157","The Biden administration brought back a Trump-era #Immigration rule under which many people planning to illegally cross the southern border will be rendered ineligible for asylum.

It will come into effect as soon as #Title42 ends tomorrow. https://t.co/YA84WDbfGU",20,"Wed May 10 23:20:00 +0000 2023","29097819","EpochTimes",795450,144,"Sun Apr 05 23:54:55 +0000 2009",FALSE,"2023-05-10 16:20:00"
"1492252","1656371022096920613","Outgoing #Chicago Mayor @LoriLightfoot declared an emergency as the sanctuary city reaches a breaking point while it struggles to cope with the influx of #IllegalAliens bussed from #Texas border towns. https://t.co/6dcwQkqgNe",31,"Wed May 10 18:50:00 +0000 2023","29097819","EpochTimes",795450,144,"Sun Apr 05 23:54:55 +0000 2009",FALSE,"2023-05-10 11:50:00"
"1492284","1656389336705662977","@KateTrist Labour protect the swamp life, as they opposed deportations of foreign criminals...",0,"Wed May 10 20:02:46 +0000 2023","97471177","mbga_uk",15804,4383,"Thu Dec 17 16:03:29 +0000 2009",FALSE,"2023-05-10 13:02:46"
"1492352","1656438445944782848","If you fail at Step 1, that's not the end of road! Next, the asylum officer assesses whether someone meets a higher asylum screening standard; a ""reasonable"" fear of persecution.

If yes, you go to court, like passing a credible fear interview. If no, ordered deported. https://t.co/gCg1MfmFMa",7,"Wed May 10 23:17:55 +0000 2023","1034469513385963521","ReichlinMelnick",44293,1977,"Tue Aug 28 15:55:26 +0000 2018",FALSE,"2023-05-10 16:17:55"
"1492367","1656438010366369793","The new rule changes up the credible fear interview process.

Step 1 under the new rule is to determine whether the ""presumption of asylum ineligibility"" created under this rule applies. 

If it does, you fail right then and there. https://t.co/RI7jHviZ4w",8,"Wed May 10 23:16:11 +0000 2023","1034469513385963521","ReichlinMelnick",44293,1977,"Tue Aug 28 15:55:26 +0000 2018",FALSE,"2023-05-10 16:16:11"
"1492528","1656437936513007623","Ald. Byron Sigcho-Lopez, 25th, opened a makeshift shelter in a vacant warehouse in Pilsen on Tuesday evening to house dozens of migrants without a place to sleep, as thousands of asylum-seekers have come to Chicago over the past three weeks. https://t.co/02pWFec0Ws https://t.co/oBXoXWYWUT",11,"Wed May 10 23:15:53 +0000 2023","7313362","chicagotribune",1145181,411,"Sat Jul 07 14:10:07 +0000 2007",FALSE,"2023-05-10 16:15:53"
"1492537","1656437611030773762","Under ""expedited removal,"" anyone who crosses the border without permission is rapidly ordered deported—unless they ask for asylum.

If you do, you get a ""credible fear"" interview. If you pass, you go to court to apply for asylum. If you fail you get deported (usually).",11,"Wed May 10 23:14:36 +0000 2023","1034469513385963521","ReichlinMelnick",44293,1977,"Tue Aug 28 15:55:26 +0000 2018",FALSE,"2023-05-10 16:14:36"
"1492555","1656441689517555715","After more than 11,000 migrants were caught crossing the southern border, the Biden administration is now preparing a memo that will direct officials to begin releasing migrants into the United States without court dates or the ability to track them. https://t.co/E6SYTPVbi9",0,"Wed May 10 23:30:48 +0000 2023","7309052","YahooNews",1066615,2301,"Sat Jul 07 06:52:31 +0000 2007",FALSE,"2023-05-10 16:30:48"
"1492557","1656441669036769280","Florida Gov. Ron DeSantis signed into law a sweeping immigration bill that bolsters his migrant relocation program and limits social services for immigrants lacking permanent legal status. https://t.co/uc9Ry8bv0x",75,"Wed May 10 23:30:43 +0000 2023","51241574","AP",15985050,6529,"Fri Jun 26 21:48:52 +0000 2009",FALSE,"2023-05-10 16:30:43"
"1492563","1656441519069356033","In El Paso, Sacred Heart Church and the Opportunity Center for the Homeless are seeing significantly fewer people at and around their shelters after numerous migrants decided to turn themselves in to be processed.
https://t.co/3MT8iJp668",3,"Wed May 10 23:30:07 +0000 2023","1146450366730592257","BorderReportcom",5796,72,"Wed Jul 03 16:07:22 +0000 2019",FALSE,"2023-05-10 16:30:07"
"1492594","1656007170943602692","Do you think there are others like me?
Scenario- I emigrate to the USA and become an American citizen. I set up home, have a family and go to church.
I do NOT consider myself American and never will. I am a person from my homeland and only living in the USA. My values are British",1,"Tue May 09 18:44:11 +0000 2023","1048240792530309120","SoNowUknow2",11125,10578,"Fri Oct 05 15:57:35 +0000 2018",FALSE,"2023-05-09 11:44:11"
"1492627","1656384217628942336","@johnbeatty111 But they’re not illegal until they overstay beyond the date of their deportation order, having firstly had their application for asylum rejected.
Amazing how many fools think that the means by which you arrive in the country decide whether you’re an illegal or not. It doesnt!🙄🙄",0,"Wed May 10 19:42:26 +0000 2023","314092215","Veganspider",240,173,"Thu Jun 09 18:07:40 +0000 2011",FALSE,"2023-05-10 12:42:26"
"1492686","1656437141528879104","Meanwhile in the US, the Biden administration has come up with its own grim plans to make asylum seekers someone else’s problem",0,"Wed May 10 23:12:44 +0000 2023","1171549914234609664","AlasdairMack66",15662,3037,"Tue Sep 10 22:25:03 +0000 2019",FALSE,"2023-05-10 16:12:44"
"1492689","1656436987329499137","Asylum seekers are pouring into Chicago at a fraught moment, when the city is changing mayors, its shelters are full, and a pandemic-driven restriction at the southern border is expected to end. https://t.co/yFug8KIMpG https://t.co/PsbypD4T97",0,"Wed May 10 23:12:07 +0000 2023","7309052","YahooNews",1066615,2301,"Sat Jul 07 06:52:31 +0000 2007",FALSE,"2023-05-10 16:12:07"
"1492698","1656436454686351360","This is where, except for Mexicans, many of the migrants from throughout the world who are seeking asylum take their first steps onto American soil and turn themselves in to U.S. Customs and Border Protection in Somerton, Ariz.

https://t.co/B65EVtDKgx",4,"Wed May 10 23:10:00 +0000 2023","16664681","latimes",3926561,6746,"Thu Oct 09 11:07:42 +0000 2008",FALSE,"2023-05-10 16:10:00"
"1492749","1656431022492483584","The amount this government has budgeted to lock people up in immigration detention and hold refugees on Nauru is 50 times the amount set aside to help thousands of people in our community, who are waiting years for answers from a flawed refugee process.

https://t.co/xM6JJBRsD9",11,"Wed May 10 22:48:25 +0000 2023","53303554","ASRC1",51895,2244,"Fri Jul 03 05:22:13 +0000 2009",FALSE,"2023-05-10 15:48:25"
"1492825","1655979964879994886","@ChrisEd43356677 @Mevkads7 They weren't invited and they came in at the same time as British people were being encouraged to emigrate to Australia. We didn't need nor want immigration, it was forced onto us, and Windrush was the beginning of the slippery slope of mass immigration.",0,"Tue May 09 16:56:04 +0000 2023","3418210767","SerenaJB3",25853,7628,"Wed Aug 12 16:25:15 +0000 2015",FALSE,"2023-05-09 09:56:04"
"1493023","1656428823351533569","@ZoeJardiniere @OwenJones84 @krishgm @BBCNews He also doesn’t understand the “safe country” referred to is what the refugee decides is safe, not some hateful bureaucrat.",1,"Wed May 10 22:39:41 +0000 2023","92653916","TheGrumpyBitch",2762,2792,"Thu Nov 26 01:08:34 +0000 2009",FALSE,"2023-05-10 15:39:41"
"1493264","1656365810913521664","The moment Title 42 ends the Biden administration's new policy limiting asylum and opening the door for quicker deportations from the border will go into place.

It is modeled after a Trump policy.",19,"Wed May 10 18:29:17 +0000 2023","27052147","Haleaziz",48756,964,"Fri Mar 27 17:31:15 +0000 2009",FALSE,"2023-05-10 11:29:17"
"1493289","1656329900070936576","NYC Mayor Who Slammed GOP Busing of Migrants Will Bus Migrants Out of His ‘Sanctuary City’ https://t.co/OPpUcDGnrN",0,"Wed May 10 16:06:35 +0000 2023","21531121","yportbill",359,107,"Sun Feb 22 00:27:13 +0000 2009",FALSE,"2023-05-10 09:06:35"
